operator;federal_state;latitude;longitude;power_kw;type;num_plugs
Automobilforum Kaufbeuren GmbH;Sachsen-Anhalt;48.07375645;10.86212874;44;Normalladeeinrichtung;2
Stadtwerke Landsberg KU;Sachsen-Anhalt;48.050923;10.882019;44;Normalladeeinrichtung;2
Stadtwerke Landsberg KU;Sachsen-Anhalt;48.055967;10.871827;44;Normalladeeinrichtung;2
Stadtwerke Landsberg KU;Sachsen-Anhalt;48.050854;10.873946;22;Normalladeeinrichtung;2
MÜHLENHOTEL HALLE-LEIPZIG;Sachsen-Anhalt;51.509214;12.049647;22;Normalladeeinrichtung;4
MÜHLENHOTEL HALLE-LEIPZIG;Sachsen-Anhalt;51.509214;12.049647;22;Normalladeeinrichtung;4
Geiseltal Solar GmbH & Co.KG;Sachsen-Anhalt;51.34703;11.75528;100;Schnellladeeinrichtung;2
Autohaus Rudolph Leuna GmbH;Sachsen-Anhalt;51.333001;11.998687;22;Normalladeeinrichtung;2
Autohaus Rudolph Leuna GmbH;Sachsen-Anhalt;51.333001;11.998752;39.6;Normalladeeinrichtung;2
Comfort Charge;Sachsen-Anhalt;51.31764;12.03342;100;Schnellladeeinrichtung;2
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.325106;12.014468;44;Normalladeeinrichtung;2
IKEA Deutschland GmbH;Sachsen-Anhalt;51.348196;12.181941;42;Normalladeeinrichtung;2
IKEA Deutschland GmbH;Sachsen-Anhalt;51.348196;12.181941;42;Normalladeeinrichtung;2
Stadt Leuna;Sachsen-Anhalt;51.318842;12.020935;44;Normalladeeinrichtung;2
Stadtwerke Leipzig GmbH;Sachsen-Anhalt;51.320938;12.019477;30;Normalladeeinrichtung;2
Stadtwerke Leipzig GmbH;Sachsen-Anhalt;51.320938;12.019477;30;Normalladeeinrichtung;2
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.346025;12.176067;44;Normalladeeinrichtung;2
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.346072;12.176068;44;Normalladeeinrichtung;2
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.34614;12.176067;44;Normalladeeinrichtung;2
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.345935;12.176064;72;Schnellladeeinrichtung;2
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.345983;12.176064;44;Normalladeeinrichtung;2
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.346189;12.176065;44;Normalladeeinrichtung;2
Autohaus Grünhage;Sachsen-Anhalt;51.378471;11.986823;13.2;Normalladeeinrichtung;1
Autohaus Rudolph GmbH;Sachsen-Anhalt;51.359557;11.981501;22;Normalladeeinrichtung;2
Automobilzentrum Leipzig GmbH;Sachsen-Anhalt;51.3767497;11.9853961;44;Normalladeeinrichtung;2
Automobilzentrum Leipzig GmbH;Sachsen-Anhalt;51.3767497;11.9853961;44;Normalladeeinrichtung;2
BMW Autohaus Weigl;Sachsen-Anhalt;51.37162;11.98181;50;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.32938;11.977273;150;Schnellladeeinrichtung;2
Kaufland;Sachsen-Anhalt;51.37168;11.977066;77;Schnellladeeinrichtung;3
S & G Automobil GmbH;Sachsen-Anhalt;51.3733048;11.97521721;22;Normalladeeinrichtung;2
Shell Deutschland GmbH;Sachsen-Anhalt;51.358831;12.0176;300;Schnellladeeinrichtung;2
Shell Deutschland GmbH;Sachsen-Anhalt;51.358831;12.0176;300;Schnellladeeinrichtung;2
Stadtwerke Merseburg GmbH;Sachsen-Anhalt;51.359057;11.998384;44;Normalladeeinrichtung;2
Stadtwerke Merseburg GmbH;Sachsen-Anhalt;51.355626;11.991518;44;Normalladeeinrichtung;2
Stadtwerke Merseburg GmbH;Sachsen-Anhalt;51.357724;11.989979;44;Normalladeeinrichtung;2
Stadtwerke Merseburg GmbH;Sachsen-Anhalt;51.355887;11.996111;22;Normalladeeinrichtung;1
Stadtwerke Merseburg GmbH;Sachsen-Anhalt;51.354181;11.99409;22;Normalladeeinrichtung;1
Stadtwerke Merseburg GmbH;Sachsen-Anhalt;51.354181;11.994071;22;Normalladeeinrichtung;1
Stadtwerke Merseburg GmbH;Sachsen-Anhalt;51.353789;12.003312;44;Normalladeeinrichtung;2
Stadtwerke Merseburg GmbH;Sachsen-Anhalt;51.371484;11.983115;72;Schnellladeeinrichtung;2
Stadtwerke Merseburg GmbH;Sachsen-Anhalt;51.346404;11.980177;44;Normalladeeinrichtung;2
Autohaus Rudolph Leuna GmbH;Sachsen-Anhalt;51.359565;11.981529;39.6;Normalladeeinrichtung;2
Geiseltal Projekt und Grundstücksentwicklungs GmbH;Sachsen-Anhalt;51.325444;11.808139;21;Normalladeeinrichtung;2
Geiseltal Solar GmbH & Co.KG;Sachsen-Anhalt;51.34714;11.75506;22;Normalladeeinrichtung;2
Geiseltal Solar GmbH & Co.KG;Sachsen-Anhalt;51.34714;11.75506;22;Normalladeeinrichtung;2
Geiseltal Solar GmbH & Co.KG;Sachsen-Anhalt;51.34711;11.75514;22;Normalladeeinrichtung;2
Geiseltal Solar GmbH & Co.KG;Sachsen-Anhalt;51.34706;11.75523;22;Normalladeeinrichtung;2
Walter Fritz Deutsche Gesellschaft für Energieversorgung mbH;Sachsen-Anhalt;51.30641581;11.81174081;22;Normalladeeinrichtung;1
S & G Automobil GmbH;Sachsen-Anhalt;51.533114;11.939606;22;Normalladeeinrichtung;2
S & G Automobil GmbH;Sachsen-Anhalt;51.5331054;11.93962212;44;Normalladeeinrichtung;2
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.381351;11.601934;44;Normalladeeinrichtung;2
MER Germany;Sachsen-Anhalt;51.382271;11.619629;30;Schnellladeeinrichtung;2
S & G Automobil GmbH;Sachsen-Anhalt;51.38617;11.61921;22;Normalladeeinrichtung;2
Mandy Ullrich;Sachsen-Anhalt;51.5090888;11.8004596;22;Normalladeeinrichtung;1
Mandy Ullrich;Sachsen-Anhalt;51.5090888;11.8004596;22;Normalladeeinrichtung;1
Stadtwerke Merseburg GmbH;Sachsen-Anhalt;51.390118;11.981331;44;Normalladeeinrichtung;2
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.448641;11.812557;44;Normalladeeinrichtung;2
EWE Go GmbH;Sachsen-Anhalt;51.463533;11.906789;300;Schnellladeeinrichtung;2
Emanuel-Philipp Kleine;Sachsen-Anhalt;51.586114;11.8064648;22;Normalladeeinrichtung;2
Karin Mantel;Sachsen-Anhalt;51.614218;11.764091;11;Normalladeeinrichtung;1
Autohaus Ehrl GmbH;Sachsen-Anhalt;51.46709;11.87058;44;Normalladeeinrichtung;2
Autodienst Jahnsmüller GmbH;Sachsen-Anhalt;51.76925613;11.48509364;22;Normalladeeinrichtung;4
Autohaus Schmidt & Söhne Aschersleben GmbH & Co. KG;Sachsen-Anhalt;51.770991;11.488817;13.2;Normalladeeinrichtung;1
Autohaus Schmidt & Söhne Aschersleben GmbH & Co. KG;Sachsen-Anhalt;51.770991;11.488817;39.6;Normalladeeinrichtung;2
DSTPA Photovoltaik Aschersleben;Sachsen-Anhalt;51.748989;11.4554;11;Normalladeeinrichtung;1
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.76425;11.473594;150;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.767763;11.484102;150;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.767763;11.484102;300;Schnellladeeinrichtung;2
EWE Go GmbH;Sachsen-Anhalt;51.767362;11.485192;320;Schnellladeeinrichtung;2
S & G Automobil GmbH;Sachsen-Anhalt;51.76945328;11.4829689;22;Normalladeeinrichtung;2
S & G Automobil GmbH;Sachsen-Anhalt;51.76952363;11.48299037;22;Normalladeeinrichtung;2
Schubert Motors GmbH;Sachsen-Anhalt;51.76999226;11.486023;22;Normalladeeinrichtung;2
Stadtwerke Aschersleben GmbH;Sachsen-Anhalt;51.758889;11.449863;44;Normalladeeinrichtung;2
Stadtwerke Aschersleben GmbH;Sachsen-Anhalt;51.754573;11.453623;44;Normalladeeinrichtung;2
Stadtwerke Aschersleben GmbH;Sachsen-Anhalt;51.759053;11.472237;22;Normalladeeinrichtung;2
Stadtwerke Aschersleben GmbH;Sachsen-Anhalt;51.763293;11.466104;22;Normalladeeinrichtung;2
Stadtwerke Aschersleben GmbH;Sachsen-Anhalt;51.758982;11.456848;44;Normalladeeinrichtung;2
Stadtwerke Aschersleben GmbH;Sachsen-Anhalt;51.763973;11.461867;44;Normalladeeinrichtung;2
EDEKA-MIHA Charge GmbH;Sachsen-Anhalt;51.788209;11.754005;72;Schnellladeeinrichtung;2
EDEKA-MIHA Charge GmbH;Sachsen-Anhalt;51.788247;11.75401;72;Schnellladeeinrichtung;2
EWE Go GmbH;Sachsen-Anhalt;51.774224;11.753807;320;Schnellladeeinrichtung;2
Schubert Motors GmbH;Sachsen-Anhalt;51.80947514;11.72406113;53;Schnellladeeinrichtung;2
Aral Pulse;Sachsen-Anhalt;51.7786989;11.7453237;300;Schnellladeeinrichtung;2
Aral Pulse;Sachsen-Anhalt;51.7786989;11.7453237;300;Schnellladeeinrichtung;2
Kaisermobile GmbH;Sachsen-Anhalt;51.790334;11.703148;39.6;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.79427;11.742687;22;Normalladeeinrichtung;1
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.782343;11.736209;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.781121;11.751754;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.7763065;11.737089;72;Schnellladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.79319;11.733302;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.800652;11.736004;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.800507;11.737011;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.776322;11.737184;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.793671;11.741063;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.796415;11.744314;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.796373;11.744286;72;Schnellladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.805908;11.697845;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.795595;11.750904;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.780636;11.753972;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.804538;11.738862;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.78914;11.70631;22;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.78916;11.706371;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.78914;11.70631;44;Normalladeeinrichtung;2
Stadtwerke Bernburg GmbH;Sachsen-Anhalt;51.78916;11.706371;44;Normalladeeinrichtung;2
Avacon AG;Sachsen-Anhalt;51.90295;11.77598;44;Normalladeeinrichtung;2
E.ON Drive GmbH;Sachsen-Anhalt;51.90295;11.77598;44;Normalladeeinrichtung;2
E.ON Drive GmbH;Sachsen-Anhalt;51.90295;11.77598;44;Normalladeeinrichtung;2
Autohaus Schmidt & Söhne;Sachsen-Anhalt;51.959435;11.440304;22;Normalladeeinrichtung;2
Autohaus Schmidt & Söhne GmbH;Sachsen-Anhalt;51.95946;11.440282;39.6;Normalladeeinrichtung;2
Aral Pulse;Sachsen-Anhalt;51.68991544;11.7672212;300;Schnellladeeinrichtung;2
Aral Pulse;Sachsen-Anhalt;51.68991544;11.7672212;300;Schnellladeeinrichtung;2
E.ON Drive GmbH;Sachsen-Anhalt;51.655803;11.822067;93;Schnellladeeinrichtung;2
E.ON Drive GmbH;Sachsen-Anhalt;51.656181;11.818083;93;Schnellladeeinrichtung;2
E.ON Drive Infrastructure;Sachsen-Anhalt;51.655803;11.822067;93;Schnellladeeinrichtung;2
E.ON Drive Infrastructure;Sachsen-Anhalt;51.656181;11.818083;93;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.692169;11.767342;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.692169;11.767342;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.692169;11.767342;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.692169;11.767342;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.692169;11.767342;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.692169;11.767342;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.692169;11.767342;300;Schnellladeeinrichtung;3
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.692169;11.767342;300;Schnellladeeinrichtung;3
Stadt Nienburg (Saale);Sachsen-Anhalt;51.8363231;11.7661273;44;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;52.01673;11.73472;93;Schnellladeeinrichtung;2
EWE Go GmbH;Sachsen-Anhalt;52.030004;11.706603;150;Schnellladeeinrichtung;2
GWG Schönebeck;Sachsen-Anhalt;52.01643;11.72293;22;Normalladeeinrichtung;2
MER Germany;Sachsen-Anhalt;52.0288;11.709;35;Schnellladeeinrichtung;2
Stadtwerke Schoenebeck GmbH;Sachsen-Anhalt;52.00145;11.72709;44;Normalladeeinrichtung;2
Autocenter Gottschalk GmbH & Co. KG;Sachsen-Anhalt;52.016131;11.712679;13.2;Normalladeeinrichtung;1
Autocenter Gottschalk GmbH & Co. KG;Sachsen-Anhalt;52.016131;11.712679;13.2;Normalladeeinrichtung;1
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;52.01788;11.73619;150;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;52.01788;11.73619;150;Schnellladeeinrichtung;3
Aral Pulse;Sachsen-Anhalt;51.89635;11.69181;300;Schnellladeeinrichtung;2
Aral Pulse;Sachsen-Anhalt;51.89635;11.69181;300;Schnellladeeinrichtung;2
Aral Pulse;Sachsen-Anhalt;51.89635;11.69181;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.86377;11.59708;140;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.8506;11.56864;150;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.8506;11.56864;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.850918;11.597741;150;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;51.850918;11.597741;300;Schnellladeeinrichtung;2
Stadtwerke Staßfurt GmbH;Sachsen-Anhalt;51.854115;11.582408;110;Schnellladeeinrichtung;3
Stadtwerke Staßfurt GmbH;Sachsen-Anhalt;51.854116;11.582462;110;Schnellladeeinrichtung;3
Stadtwerke Staßfurt GmbH;Sachsen-Anhalt;51.896972;11.692549;98;Schnellladeeinrichtung;2
Stadtwerke Staßfurt GmbH;Sachsen-Anhalt;51.897013;11.691842;98;Schnellladeeinrichtung;2
GP JOULE Connect GmbH;Sachsen-Anhalt;52.725;12.01;44;Normalladeeinrichtung;2
GP JOULE Connect GmbH;Sachsen-Anhalt;52.72639296;12.0111409;44;Normalladeeinrichtung;1
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.675384;12.005113;30;Normalladeeinrichtung;2
La Porte Bertingen;Sachsen-Anhalt;52.35432;11.818823;22;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.662404;11.554844;72;Schnellladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.662625;11.545657;30;Normalladeeinrichtung;2
Steffi Knacke;Sachsen-Anhalt;52.660553;11.5453;22;Normalladeeinrichtung;1
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.568231;11.662961;300;Schnellladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.716831;11.858825;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.603027;11.863411;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.615826;11.849091;44;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.615982;11.853885;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.608364;11.865227;72;Schnellladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.604534;11.856762;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.604402;11.866791;55;Normalladeeinrichtung;1
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.604402;11.866791;55;Normalladeeinrichtung;4
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.588726;11.87086;116;Schnellladeeinrichtung;4
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.593339;11.862199;30;Normalladeeinrichtung;4
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.593339;11.862199;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.615882;11.848078;44;Normalladeeinrichtung;4
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.60789;11.853008;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.613607;11.829674;72;Schnellladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.613607;11.829674;44;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.601009;11.834624;30;Normalladeeinrichtung;2
E.ON Drive GmbH;Sachsen-Anhalt;52.825029;12.074925;44;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.668081;11.593603;44;Normalladeeinrichtung;2
MER Germany;Sachsen-Anhalt;52.512975;11.743619;150;Schnellladeeinrichtung;2
EDEKA-MIHA Charge GmbH;Sachsen-Anhalt;52.787629;11.741245;44;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.787798;11.755523;116;Schnellladeeinrichtung;4
VKT Velten Kunststofftechnik GmbH;Sachsen-Anhalt;52.787;12.049;22;Normalladeeinrichtung;2
VKT Velten Kunststofftechnik GmbH;Sachsen-Anhalt;52.787;12.049;22;Normalladeeinrichtung;2
Markus Goltz Naturstein;Sachsen-Anhalt;52.973195;11.736808;50;Schnellladeeinrichtung;2
Aral Pulse;Sachsen-Anhalt;52.61720602;11.86820489;300;Schnellladeeinrichtung;2
Autohaus Nawrath OHG;Sachsen-Anhalt;52.606232;11.838601;39.6;Normalladeeinrichtung;2
AUTOPLUS Werkstatt;Sachsen-Anhalt;52.60551;11.83854;22;Normalladeeinrichtung;1
E.ON Drive GmbH;Sachsen-Anhalt;52.615828;11.849108;44;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;52.607658;11.840939;150;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;52.607658;11.840939;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Sachsen-Anhalt;52.58996;11.87092;22;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.604319;11.867233;44;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.604217;11.853176;44;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.615406;11.866766;72;Schnellladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.615406;11.866766;44;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.606198;11.86899;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.606419;11.859197;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.602857;11.841223;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.604402;11.866491;55;Normalladeeinrichtung;4
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.604402;11.866491;55;Normalladeeinrichtung;1
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.612189;11.866146;88;Normalladeeinrichtung;4
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;50.604547;11.860216;22;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.633171;11.831204;44;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.585417;11.87781;30;Normalladeeinrichtung;2
E.ON Drive GmbH;Sachsen-Anhalt;52.434904;11.801219;22;Normalladeeinrichtung;2
Ladesonne;Sachsen-Anhalt;52.434064;11.810596;22;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;50.434905;11.806967;30;Normalladeeinrichtung;2
Avacon AG;Sachsen-Anhalt;52.5444;11.9752;44;Normalladeeinrichtung;2
E.ON Drive GmbH;Sachsen-Anhalt;52.541709;11.969626;44;Normalladeeinrichtung;2
E.ON Drive GmbH;Sachsen-Anhalt;52.54442;11.975094;44;Normalladeeinrichtung;2
E.ON Drive GmbH;Sachsen-Anhalt;52.539841;11.967463;22;Normalladeeinrichtung;2
E.ON Drive GmbH;Sachsen-Anhalt;52.539841;11.967463;22;Normalladeeinrichtung;2
On Charge GmbH;Sachsen-Anhalt;52.53708156;11.96149882;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.539956;11.960473;30;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.55542;11.980089;11;Normalladeeinrichtung;1
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.549919;11.957214;300;Schnellladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.541713;11.969601;44;Normalladeeinrichtung;2
Stadtwerke - Altmärkische Gas-, Wasser- und Elektrizitätswerke GmbH Stendal;Sachsen-Anhalt;52.539845;11.967258;44;Normalladeeinrichtung;2
EF Transporte & Brennstoffhandel GmbH;Sachsen-Anhalt;51.7676;13.087356;22;Normalladeeinrichtung;2
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.684733;12.731246;44;Normalladeeinrichtung;2
Hotel Fichtenbreite;Sachsen-Anhalt;51.887723;12.405792;22;Normalladeeinrichtung;1
Shell Deutschland GmbH;Sachsen-Anhalt;51.884795;12.433157;360;Schnellladeeinrichtung;2
Shell Deutschland GmbH;Sachsen-Anhalt;51.884809;12.433125;360;Schnellladeeinrichtung;2
Stadtwerke Lutherstadt Wittenberg GmbH;Sachsen-Anhalt;51.88142;12.457818;44;Normalladeeinrichtung;2
TotalEnergies Charging Solutions Deutschland GmbH;Sachsen-Anhalt;51.888974;12.403429;350;Schnellladeeinrichtung;1
TotalEnergies Charging Solutions Deutschland GmbH;Sachsen-Anhalt;51.888974;12.403429;350;Schnellladeeinrichtung;1
TotalEnergies Charging Solutions Deutschland GmbH;Sachsen-Anhalt;51.888974;12.403429;350;Schnellladeeinrichtung;1
TotalEnergies Charging Solutions Deutschland GmbH;Sachsen-Anhalt;51.888974;12.403429;350;Schnellladeeinrichtung;1
envia Mitteldeutsche Energie AG;Sachsen-Anhalt;51.731721;12.448718;44;Normalladeeinrichtung;2
Autohaus Gottwald Jessen;Sachsen-Anhalt;51.79289;12.951062;22;Normalladeeinrichtung;4
Autoreparatur Schöne;Sachsen-Anhalt;51.798389;12.980111;22;Normalladeeinrichtung;2
Autoreparatur Schöne;Sachsen-Anhalt;51.798389;12.980111;22;Normalladeeinrichtung;1
Autoreparatur Schöne;Sachsen-Anhalt;51.798389;12.980111;22;Normalladeeinrichtung;1
AH Müller Wittenberg GmbH;Sachsen-Anhalt;51.8655;12.6228;72;Schnellladeeinrichtung;2
Autohaus Faust GmbH;Sachsen-Anhalt;51.882293;12.653482;39.6;Normalladeeinrichtung;2
Autohaus Wittenberg GmbH;Sachsen-Anhalt;51.872227;12.616619;39.6;Normalladeeinrichtung;2
Stadtwerke Lutherstadt Wittenberg GmbH;Sachsen-Anhalt;51.86766;12.66042;44;Normalladeeinrichtung;2
Stadtwerke Lutherstadt Wittenberg GmbH;Sachsen-Anhalt;51.8651;12.653;44;Normalladeeinrichtung;2
Stadtwerke Lutherstadt Wittenberg GmbH;Sachsen-Anhalt;51.865;12.6428;44;Normalladeeinrichtung;2
Stadtwerke Lutherstadt Wittenberg GmbH;Sachsen-Anhalt;51.8655;12.6395;44;Normalladeeinrichtung;2
Stadtwerke Lutherstadt Wittenberg GmbH;Sachsen-Anhalt;51.871;12.6433;44;Normalladeeinrichtung;2
Stadtwerke Lutherstadt Wittenberg GmbH;Sachsen-Anhalt;51.867762;12.633026;44;Normalladeeinrichtung;2
